,id,age,workclass,fnlwgt,education,education-num
18030,11846,31,Private,303851,HS-grad,9
26059,11847,60,Private,239576,Masters,14
31979,11848,32,Private,202729,HS-grad,9
3208,11849,47,Private,297884,10th,6
23599,11850,51,Federal-gov,254211,Masters,14
1771,11851,50,Private,171338,Some-college,10
32295,11852,32,Private,33678,Some-college,10
23593,11853,33,Private,111567,Assoc-voc,11
22919,11854,69,State-gov,50468,Prof-school,15
27303,11855,31,Private,58582,Some-college,10
21031,11856,22,Private,194031,Some-college,10
19362,11857,23,Private,206861,Some-college,10
1903,11858,26,Private,270276,HS-grad,9
29388,11859,31,Private,197860,HS-grad,9
22419,11860,32,Private,343789,HS-grad,9
13497,11861,58,Private,343957,Bachelors,13
17144,11862,28,Self-emp-not-inc,183523,HS-grad,9
28119,11863,31,Private,221167,Prof-school,15
18636,11864,29,Private,77572,Assoc-acdm,12
24261,11865,38,Private,78247,Some-college,10
23423,11866,30,Private,19302,Some-college,10
30945,11867,49,Private,193366,Masters,14
19243,11868,40,Private,183404,Some-college,10
6858,11869,41,Self-emp-inc,82049,HS-grad,9
27564,11870,33,Private,79923,Some-college,10
25045,11871,33,Private,245659,Some-college,10
175,11872,27,Private,253814,HS-grad,9
871,11873,24,Private,121313,Some-college,10
6773,11874,54,Private,249860,11th,7
25110,11875,40,Private,146908,HS-grad,9
9983,11876,20,Private,186849,HS-grad,9
10773,11877,49,Private,120629,Some-college,10
645,11878,50,Self-emp-inc,195322,Doctorate,16
24143,11879,40,Private,34113,HS-grad,9
10980,11880,54,Private,145714,HS-grad,9
5149,11881,28,Private,199600,HS-grad,9
15845,11882,46,Private,207301,HS-grad,9
24044,11883,51,Private,205100,Some-college,10
17918,11884,48,Federal-gov,247043,HS-grad,9
729,11885,65,Self-emp-not-inc,118474,11th,7
12395,11886,68,Private,224019,Some-college,10
2942,11887,24,Private,454941,HS-grad,9
17619,11888,32,Private,73498,7th-8th,4
21306,11889,20,Private,151780,Assoc-voc,11
31415,11890,39,Federal-gov,314822,Some-college,10
17754,11891,51,Private,200618,Bachelors,13
18508,11892,43,Private,160943,HS-grad,9
32343,11893,66,,93318,HS-grad,9
12043,11894,39,Private,188540,HS-grad,9
4715,11895,22,Private,24008,HS-grad,9
11190,11896,18,Private,130652,Some-college,10
19075,11897,46,Private,193047,HS-grad,9
1678,11898,27,Federal-gov,128059,Some-college,10
16628,11899,31,Private,212235,Some-college,10
9329,11900,52,Private,110977,Doctorate,16
13069,11901,23,,302836,Assoc-acdm,12
22323,11902,28,Private,175710,Bachelors,13
4774,11903,30,Private,53158,Assoc-acdm,12
18688,11904,73,Local-gov,205580,5th-6th,3
27013,11905,26,Private,417941,Bachelors,13
1609,11906,50,Private,21095,Some-college,10
26181,11907,46,Private,501671,10th,6
31277,11908,39,Private,284166,HS-grad,9
723,11909,50,Local-gov,50459,HS-grad,9
20894,11910,19,Private,263338,HS-grad,9
23653,11911,43,Private,142682,HS-grad,9
23084,11912,48,Private,101684,HS-grad,9
21190,11913,42,Local-gov,213019,Masters,14
30866,11914,24,Private,143436,Some-college,10
8518,11915,29,Private,229729,HS-grad,9
29488,11916,36,Private,162312,HS-grad,9
3316,11917,47,Local-gov,242552,Some-college,10
24073,11918,47,,308242,HS-grad,9
28577,11919,43,Federal-gov,222756,Masters,14
2528,11920,47,Self-emp-not-inc,102359,Bachelors,13
7197,11921,30,Private,211028,HS-grad,9
12115,11922,25,Private,178421,Bachelors,13
2980,11923,37,Private,98941,Masters,14
6198,11924,36,Private,173804,11th,7
27247,11925,59,State-gov,139616,Masters,14
20313,11926,33,Private,203488,Some-college,10
11675,11927,36,Self-emp-inc,27408,Assoc-voc,11
25297,11928,69,Federal-gov,143849,11th,7
31885,11929,35,,273558,Some-college,10
16159,11930,55,Private,174662,HS-grad,9
8837,11931,35,State-gov,150488,Bachelors,13
18248,11932,45,Private,81132,Some-college,10
2625,11933,45,Self-emp-not-inc,160167,10th,6
31534,11934,45,Private,232586,Some-college,10
18394,11935,45,Private,197038,Bachelors,13
8699,11936,48,Local-gov,238959,Masters,14
18984,11937,61,Private,163393,HS-grad,9
16032,11938,37,Private,287031,Some-college,10
11606,11939,30,Private,164190,Assoc-voc,11
15435,11940,47,Private,162034,Bachelors,13
28970,11941,33,Private,181372,Masters,14
851,11942,26,Private,90980,Assoc-voc,11
21885,11943,40,Private,225660,Bachelors,13
16345,11944,68,Private,186350,HS-grad,9
14382,11945,28,Self-emp-not-inc,278073,HS-grad,9
32352,11946,28,Private,119793,HS-grad,9
21954,11947,32,Private,155781,Some-college,10
29089,11948,36,Private,247321,HS-grad,9
29247,11949,61,Self-emp-not-inc,201965,HS-grad,9
27711,11950,55,State-gov,294395,Assoc-voc,11
22761,11951,39,Private,138192,Bachelors,13
23320,11952,56,Local-gov,52953,Doctorate,16
14139,11953,33,Private,213226,HS-grad,9
27163,11954,26,Federal-gov,171928,Assoc-voc,11
18448,11955,54,Private,378747,10th,6
22610,11956,38,Private,185556,Some-college,10
12442,11957,54,Private,138847,HS-grad,9
27192,11958,34,Private,167497,Some-college,10
450,11959,19,Private,206399,HS-grad,9
15090,11960,49,Private,314773,Assoc-voc,11
2517,11961,51,Private,106728,Bachelors,13
31592,11962,59,Private,59469,Masters,14
12358,11963,35,Private,142282,Some-college,10
32278,11964,55,Private,89182,12th,8
1059,11965,45,Private,185385,HS-grad,9
9303,11966,51,Self-emp-not-inc,186845,Bachelors,13
10267,11967,27,Private,185647,HS-grad,9
15439,11968,33,Private,118710,Assoc-voc,11
16252,11969,61,Private,170262,HS-grad,9
118,11970,55,Private,247552,Some-college,10
28327,11971,36,Private,191335,Some-college,10
12005,11972,47,Local-gov,172246,Masters,14
32359,11973,46,Private,139514,Preschool,1
26013,11974,22,Self-emp-not-inc,197387,HS-grad,9
16693,11975,21,Private,186314,HS-grad,9
18380,11976,34,Private,90705,Some-college,10
11496,11977,22,Private,279041,Some-college,10
25533,11978,33,Local-gov,422718,HS-grad,9
7085,11979,55,Self-emp-inc,227856,Bachelors,13
18057,11980,23,Private,212888,Some-college,10
15227,11981,27,State-gov,431637,Prof-school,15
3695,11982,36,Self-emp-not-inc,36425,Some-college,10
30096,11983,34,Private,283921,HS-grad,9
14486,11984,27,Private,247711,HS-grad,9
12494,11985,32,Private,148207,Assoc-voc,11
6207,11986,49,Private,146268,Some-college,10
27492,11987,41,Private,56795,Masters,14
23111,11988,56,Local-gov,198277,12th,8
4427,11989,27,Private,51025,HS-grad,9
14221,11990,46,Private,186820,Some-college,10
6032,11991,34,Private,96483,Assoc-acdm,12
29702,11992,33,Private,141490,HS-grad,9
9438,11993,25,Private,193820,Bachelors,13
19250,11994,54,Self-emp-inc,172175,Some-college,10
15734,11995,51,Federal-gov,215948,Some-college,10
10459,11996,49,Private,181363,Masters,14
8795,11997,61,,30475,7th-8th,4
29179,11998,20,Private,284317,Some-college,10
6906,11999,50,Private,140516,HS-grad,9
25978,12000,22,Local-gov,273734,HS-grad,9
29147,12001,50,Private,94081,HS-grad,9
5135,12002,42,Private,219288,7th-8th,4
7451,12003,17,Private,110798,11th,7
15354,12004,20,Federal-gov,340217,HS-grad,9
10037,12005,22,Private,217363,HS-grad,9
20084,12006,21,Private,156807,HS-grad,9
5320,12007,28,,230704,HS-grad,9
13280,12008,23,Private,388811,HS-grad,9
1684,12009,20,Self-emp-not-inc,211466,HS-grad,9
12281,12010,55,Private,158641,HS-grad,9
26054,12011,43,Private,191765,HS-grad,9
27079,12012,57,Federal-gov,30030,HS-grad,9
20538,12013,44,Local-gov,262241,HS-grad,9
1516,12014,46,Private,155489,HS-grad,9
25196,12015,45,Private,201865,Bachelors,13
19767,12016,18,Local-gov,152171,11th,7
768,12017,47,Self-emp-not-inc,106252,Bachelors,13
28630,12018,17,Private,271837,Some-college,10
2165,12019,22,Private,100587,Some-college,10
28323,12020,53,Private,226135,9th,5
15002,12021,52,Private,53497,Assoc-voc,11
9793,12022,45,State-gov,94754,Masters,14
16342,12023,53,Private,346754,Some-college,10
26778,12024,65,Private,105116,Some-college,10
13054,12025,18,Private,317425,11th,7
31887,12026,36,Private,128876,10th,6
23934,12027,38,Private,682947,Bachelors,13
8876,12028,18,Self-emp-not-inc,212207,HS-grad,9
27248,12029,26,Private,39212,HS-grad,9
13271,12030,33,Local-gov,70164,Bachelors,13
3723,12031,54,Self-emp-inc,175339,HS-grad,9
2978,12032,29,Private,190562,HS-grad,9
16181,12033,60,Local-gov,93272,HS-grad,9
27338,12034,36,Private,80743,HS-grad,9
15492,12035,44,Self-emp-not-inc,38876,HS-grad,9
18644,12036,23,Federal-gov,163870,Some-college,10
15306,12037,23,Private,50341,Masters,14
18010,12038,46,,148489,HS-grad,9
16118,12039,27,State-gov,271243,Some-college,10
3522,12040,45,Self-emp-not-inc,204205,10th,6
30832,12041,43,Local-gov,188280,Masters,14
21016,12042,36,Private,185405,HS-grad,9
13566,12043,43,Self-emp-not-inc,243432,HS-grad,9
1723,12044,40,Local-gov,218995,Some-college,10
5921,12045,33,,209432,HS-grad,9
30751,12046,27,Private,44767,HS-grad,9
31256,12047,52,Self-emp-not-inc,34973,HS-grad,9
25617,12048,41,Local-gov,112797,Masters,14
6880,12049,49,Private,198759,Assoc-acdm,12
29831,12050,32,Local-gov,112650,HS-grad,9
8965,12051,39,Private,190728,HS-grad,9
20988,12052,50,Private,128478,HS-grad,9
22931,12053,26,State-gov,141838,Bachelors,13
18186,12054,51,Private,95128,HS-grad,9
24876,12055,69,,180187,Assoc-acdm,12
29669,12056,24,Private,204172,HS-grad,9
28348,12057,59,Self-emp-inc,122390,Some-college,10
32087,12058,29,Self-emp-not-inc,241431,HS-grad,9
1226,12059,36,Private,354078,Bachelors,13
15414,12060,18,,128538,HS-grad,9
24114,12061,31,Private,149507,12th,8
30417,12062,40,Private,43711,HS-grad,9
5756,12063,50,Private,69345,Assoc-voc,11
12630,12064,32,Private,186788,HS-grad,9
11643,12065,28,Private,411950,HS-grad,9
21559,12066,40,Private,144928,Some-college,10
9513,12067,24,Private,236696,Some-college,10
17284,12068,29,Private,138190,HS-grad,9
6965,12069,32,Private,187560,Prof-school,15
24960,12070,20,Private,107242,HS-grad,9
13247,12071,44,Private,102085,Some-college,10
21173,12072,43,Private,143368,HS-grad,9
17229,12073,41,Self-emp-not-inc,277783,Some-college,10
8897,12074,29,Private,137618,Some-college,10
22968,12075,47,Federal-gov,96854,Bachelors,13
14147,12076,32,Private,331539,Bachelors,13
18865,12077,23,Private,187513,Some-college,10
3359,12078,35,Private,102976,Masters,14
6332,12079,66,Private,127139,Bachelors,13
9201,12080,35,Private,150217,Bachelors,13
22556,12081,64,,380687,Bachelors,13
10310,12082,59,Private,157305,Preschool,1
24608,12083,30,Private,398662,HS-grad,9
13263,12084,66,Private,33619,HS-grad,9
1220,12085,45,Self-emp-not-inc,247379,HS-grad,9
3667,12086,37,Private,262409,Masters,14
20935,12087,26,Private,236008,Assoc-voc,11
12208,12088,50,Private,155594,Assoc-acdm,12
16193,12089,22,Private,174975,Assoc-voc,11
2662,12090,41,Private,176069,HS-grad,9
9739,12091,36,Self-emp-not-inc,160120,Bachelors,13
30811,12092,57,Federal-gov,197875,HS-grad,9
31765,12093,19,,166018,Some-college,10
28505,12094,39,State-gov,65390,Some-college,10
7471,12095,19,Private,331556,10th,6
11384,12096,34,Private,98283,Prof-school,15
28326,12097,47,Private,347025,Masters,14
23825,12098,62,,83439,7th-8th,4
12020,12099,22,,196280,Some-college,10
19024,12100,27,Private,177057,HS-grad,9
10244,12101,20,Private,238685,Some-college,10
17140,12102,48,Private,99096,Some-college,10
20215,12103,52,Private,349502,Some-college,10
6432,12104,38,,104094,Some-college,10
30352,12105,62,Private,211408,Assoc-voc,11
9021,12106,34,Self-emp-not-inc,313729,Bachelors,13
7478,12107,35,Private,268620,HS-grad,9
10721,12108,29,Private,293073,Bachelors,13
67,12109,53,Private,169846,HS-grad,9
3587,12110,54,Private,143865,HS-grad,9
6226,12111,25,Self-emp-not-inc,266668,HS-grad,9
439,12112,42,Local-gov,340148,Some-college,10
31348,12113,60,Private,232242,HS-grad,9
15852,12114,32,Private,185027,Some-college,10
2905,12115,53,Private,358056,11th,7
20999,12116,59,Private,291529,10th,6
13415,12117,39,Private,291665,HS-grad,9
11368,12118,22,Private,214716,HS-grad,9
15772,12119,21,Private,414812,7th-8th,4
32172,12120,36,Private,54229,Assoc-acdm,12
21553,12121,33,Private,69748,HS-grad,9
31883,12122,27,Private,198286,Some-college,10
6448,12123,20,,298155,Some-college,10
15458,12124,56,Private,346033,9th,5
19628,12125,36,State-gov,76767,Some-college,10
3121,12126,21,Private,155066,Some-college,10
16057,12127,32,Private,29312,Some-college,10
31507,12128,38,Private,187748,Bachelors,13
23845,12129,47,Private,185041,Some-college,10
11937,12130,46,Private,143189,5th-6th,3
15352,12131,56,Self-emp-not-inc,110238,Bachelors,13
29278,12132,64,Private,114994,Some-college,10
1879,12133,30,Private,399088,Some-college,10
4043,12134,57,Local-gov,109973,HS-grad,9
13814,12135,23,Private,145389,Some-college,10
14602,12136,53,,133963,HS-grad,9
13323,12137,18,Private,194897,HS-grad,9
7788,12138,40,Private,198452,11th,7
18864,12139,53,Private,103586,Bachelors,13
23514,12140,33,Private,268127,HS-grad,9
17668,12141,44,Local-gov,387844,12th,8
27172,12142,51,Self-emp-not-inc,353281,HS-grad,9
20412,12143,70,Self-emp-inc,243436,9th,5
24467,12144,27,Private,185127,Assoc-voc,11
2216,12145,23,Private,175183,Some-college,10
26191,12146,31,Private,114691,HS-grad,9
17713,12147,21,Private,189013,Some-college,10
30614,12148,24,Private,234640,Assoc-voc,11
3668,12149,45,Private,199590,5th-6th,3
18412,12150,43,Federal-gov,156996,Prof-school,15
18992,12151,25,,39901,Bachelors,13
23647,12152,42,Federal-gov,70240,Some-college,10
2743,12153,30,State-gov,199539,HS-grad,9
29440,12154,45,Private,47314,Some-college,10
23291,12155,43,Self-emp-not-inc,75435,HS-grad,9
8690,12156,31,Private,326862,Some-college,10
25398,12157,21,Private,119474,HS-grad,9
9625,12158,34,Local-gov,188682,Bachelors,13
11197,12159,48,Private,180446,10th,6
8833,12160,31,Private,119432,Bachelors,13
9621,12161,21,Private,225890,Some-college,10
29426,12162,45,Private,30457,Bachelors,13
7372,12163,26,Private,276624,Some-college,10
8890,12164,44,Private,259479,HS-grad,9
9757,12165,29,Private,86613,1st-4th,2
7916,12166,28,Private,142764,HS-grad,9
20818,12167,54,Self-emp-not-inc,168723,HS-grad,9
19012,12168,44,Private,57233,Some-college,10
31708,12169,19,Private,194260,Some-college,10
5657,12170,33,Private,260782,Some-college,10
9255,12171,34,Private,57426,Bachelors,13
5493,12172,25,Private,272428,HS-grad,9
8127,12173,27,Private,332187,Bachelors,13
21803,12174,22,,88126,Some-college,10
27333,12175,37,Private,138940,11th,7
4026,12176,20,Private,34706,Some-college,10
7485,12177,43,Private,208277,Masters,14
13082,12178,30,Private,158002,Some-college,10
26464,12179,59,Private,61885,12th,8
22889,12180,19,Private,123718,Some-college,10
4089,12181,23,Private,449432,Some-college,10
32305,12182,34,Private,356882,Some-college,10
2320,12183,40,Private,234633,Some-college,10
24793,12184,62,Private,201928,HS-grad,9
11493,12185,37,Private,267085,Some-college,10
3777,12186,80,Private,87518,Some-college,10
6193,12187,39,State-gov,189385,Some-college,10
22160,12188,29,Private,385092,Some-college,10
12554,12189,33,Private,236379,Bachelors,13
10423,12190,59,Self-emp-not-inc,41258,Bachelors,13
9481,12191,36,Private,220511,Some-college,10
5784,12192,33,Private,159442,Bachelors,13
6164,12193,31,Private,87054,HS-grad,9
10782,12194,26,Private,227489,HS-grad,9
4343,12195,33,Local-gov,43959,Masters,14
5923,12196,42,Private,110028,HS-grad,9
11207,12197,65,Private,330144,Some-college,10
24404,12198,17,Private,25690,10th,6
14842,12199,54,Private,171924,Bachelors,13
29082,12200,29,Private,136985,Assoc-acdm,12
25414,12201,49,Self-emp-not-inc,219718,Bachelors,13
26585,12202,22,Private,184543,Some-college,10
18538,12203,36,Private,123983,Bachelors,13
4236,12204,75,Self-emp-not-inc,231741,Doctorate,16
15115,12205,35,Private,257042,Some-college,10
5200,12206,43,Federal-gov,144778,Bachelors,13
1047,12207,23,Private,217961,Some-college,10
18889,12208,26,Private,162312,Some-college,10
18290,12209,28,Private,410351,Some-college,10
13190,12210,32,Private,62374,Assoc-voc,11
13742,12211,18,Private,198614,11th,7
3732,12212,32,Private,107843,HS-grad,9
7398,12213,60,Private,216690,Some-college,10
18892,12214,32,Private,231413,HS-grad,9
19261,12215,29,Private,251694,Bachelors,13
17383,12216,17,Private,225211,9th,5
18827,12217,35,Private,282979,HS-grad,9
15269,12218,62,Private,122033,HS-grad,9
14467,12219,38,Private,184655,HS-grad,9
15437,12220,34,Private,82938,HS-grad,9
10694,12221,25,State-gov,157617,HS-grad,9
10600,12222,33,Private,206609,Bachelors,13
11841,12223,49,Private,122385,Masters,14
14931,12224,46,Self-emp-inc,62546,Doctorate,16
5916,12225,73,,281907,11th,7
12299,12226,60,,56248,HS-grad,9
1988,12227,34,Private,379412,HS-grad,9
30549,12228,31,Local-gov,189843,HS-grad,9
589,12229,57,Self-emp-inc,103948,Bachelors,13
12233,12230,22,State-gov,262819,Some-college,10
17306,12231,30,Private,75573,Bachelors,13
21618,12232,60,Private,120067,9th,5
22757,12233,19,,184308,Some-college,10
32533,12234,54,Private,337992,Bachelors,13
27763,12235,24,Private,155066,11th,7
30116,12236,40,Private,799281,HS-grad,9
14559,12237,63,Self-emp-inc,267101,Bachelors,13
9110,12238,49,Private,99179,Bachelors,13
2022,12239,32,Private,160362,Some-college,10
539,12240,34,,190027,HS-grad,9
19773,12241,49,Self-emp-not-inc,79627,Some-college,10
12772,12242,21,Private,31606,Some-college,10
18056,12243,21,,278391,Some-college,10
31521,12244,33,Private,268451,Some-college,10
22699,12245,43,Private,163985,HS-grad,9
23940,12246,26,Private,163747,Bachelors,13
27244,12247,33,State-gov,200289,Masters,14
9494,12248,63,Self-emp-not-inc,179444,7th-8th,4
1616,12249,46,Private,370119,Prof-school,15
7402,12250,30,Self-emp-not-inc,176185,Assoc-acdm,12
10618,12251,53,Private,311350,Bachelors,13
28412,12252,26,Private,134004,Some-college,10
9109,12253,27,State-gov,176727,Bachelors,13
651,12254,24,Private,556660,HS-grad,9
19497,12255,56,Private,177271,Assoc-voc,11
5848,12256,67,Self-emp-not-inc,173935,Bachelors,13
11961,12257,38,Self-emp-not-inc,129573,Masters,14
9132,12258,49,Private,134797,Some-college,10
30130,12259,31,Private,130021,HS-grad,9
16056,12260,37,Private,187311,Some-college,10
622,12261,65,Private,109351,9th,5
22735,12262,43,Local-gov,216070,Masters,14
23696,12263,29,Private,307812,HS-grad,9
14255,12264,68,,103161,HS-grad,9
18343,12265,20,Private,122346,HS-grad,9
6450,12266,21,Private,194096,Some-college,10
6920,12267,43,State-gov,134782,Assoc-acdm,12
19916,12268,21,Private,33616,Some-college,10
12855,12269,28,Private,132686,Bachelors,13
31249,12270,34,Private,347166,Some-college,10
20831,12271,37,Private,359131,HS-grad,9
1045,12272,28,Private,187160,Prof-school,15
28268,12273,21,Private,209955,HS-grad,9
28375,12274,39,Private,240841,Some-college,10
19717,12275,39,Self-emp-not-inc,163204,HS-grad,9
5917,12276,39,Private,186183,HS-grad,9
10548,12277,30,Private,194901,Prof-school,15
4194,12278,18,Private,129010,12th,8
30069,12279,38,Local-gov,287658,Masters,14
13301,12280,41,Private,154076,Some-college,10
30527,12281,40,Private,104892,Bachelors,13
2570,12282,54,,124993,HS-grad,9
13403,12283,24,Private,141003,Some-college,10
2180,12284,36,Private,393673,Assoc-acdm,12
70,12285,19,Private,101509,Some-college,10
29063,12286,45,Self-emp-not-inc,162923,HS-grad,9
24030,12287,47,Private,216096,Some-college,10
4714,12288,22,Private,74631,Some-college,10
2733,12289,49,Self-emp-inc,109705,Some-college,10
15108,12290,43,Local-gov,36924,Masters,14
11210,12291,36,Self-emp-not-inc,188972,Doctorate,16
15512,12292,24,Private,314165,Some-college,10
18204,12293,56,Private,124771,HS-grad,9
6034,12294,27,Local-gov,223529,Assoc-voc,11
11731,12295,90,,39824,HS-grad,9
22211,12296,22,Private,192017,HS-grad,9
27694,12297,30,Private,236599,HS-grad,9
16231,12298,45,Private,199058,Bachelors,13
1068,12299,30,Private,181651,Bachelors,13
6766,12300,71,,205011,Some-college,10
29821,12301,32,Private,42617,Some-college,10
29880,12302,60,Private,142922,HS-grad,9
3093,12303,48,Self-emp-inc,193188,Bachelors,13
30741,12304,62,Private,214288,HS-grad,9
28757,12305,36,Private,108997,HS-grad,9
8343,12306,21,Private,222490,Some-college,10
27871,12307,40,Private,352612,10th,6
29915,12308,48,Private,232145,HS-grad,9
23504,12309,31,Local-gov,153005,Bachelors,13
353,12310,46,Local-gov,329752,11th,7
16026,12311,40,Private,206066,HS-grad,9
29742,12312,46,Private,270565,Assoc-voc,11
5695,12313,63,Private,339473,Some-college,10
11655,12314,46,Federal-gov,325573,HS-grad,9
10949,12315,21,Private,210165,9th,5
11926,12316,43,Private,186188,Some-college,10
6282,12317,39,Private,65027,Some-college,10
10866,12318,44,Self-emp-inc,104892,Some-college,10
12946,12319,64,Self-emp-not-inc,170421,Some-college,10
14837,12320,21,Private,82847,Some-college,10
7182,12321,22,Private,62865,Assoc-acdm,12
29816,12322,19,Self-emp-inc,170125,HS-grad,9
24049,12323,32,Private,53277,Masters,14
10084,12324,38,Private,238721,Assoc-acdm,12
15712,12325,25,Private,198986,Bachelors,13
22278,12326,27,Private,177119,Some-college,10
32239,12327,36,Private,127573,HS-grad,9
30076,12328,32,Private,167990,Masters,14
14629,12329,57,Private,200316,Some-college,10
8708,12330,30,Local-gov,233993,Bachelors,13
5620,12331,49,Self-emp-inc,187563,Some-college,10
9560,12332,42,Local-gov,351161,Some-college,10
225,12333,18,Private,243313,HS-grad,9
13825,12334,54,Self-emp-not-inc,205066,10th,6
18196,12335,33,Private,267859,Some-college,10
6990,12336,19,Private,138153,Some-college,10
31502,12337,42,Self-emp-not-inc,69333,Assoc-voc,11
13104,12338,64,Private,169604,11th,7
10011,12339,30,Private,496414,Doctorate,16
25046,12340,28,Private,129624,HS-grad,9
30943,12341,33,Private,48010,Some-college,10
20258,12342,49,Private,296849,Some-college,10
3404,12343,41,Private,243607,5th-6th,3
11774,12344,31,State-gov,29152,12th,8
4416,12345,21,Private,214716,Some-college,10
15470,12346,42,Private,175943,Assoc-voc,11
18161,12347,51,,130667,HS-grad,9
24631,12348,48,State-gov,106377,Doctorate,16
31899,12349,59,Private,159008,Some-college,10
15816,12350,35,Private,119992,Assoc-acdm,12
8435,12351,19,Private,183258,Some-college,10
13215,12352,22,Local-gov,289982,Bachelors,13
7717,12353,18,Private,301762,HS-grad,9
514,12354,28,Private,189346,HS-grad,9
12274,12355,32,Private,226535,HS-grad,9
8543,12356,62,,191188,HS-grad,9
31539,12357,47,Self-emp-not-inc,229394,11th,7
29849,12358,27,Private,190391,Some-college,10
17767,12359,19,Private,188669,Some-college,10
23165,12360,50,Private,195784,12th,8
16717,12361,31,Private,198452,Bachelors,13
9316,12362,47,Private,161558,10th,6
683,12363,23,Local-gov,430828,Some-college,10
29391,12364,19,,199609,Some-college,10
28734,12365,41,Local-gov,153132,Assoc-acdm,12
27684,12366,71,Private,55965,7th-8th,4
12201,12367,44,Private,121874,Some-college,10
20536,12368,43,Local-gov,598995,Bachelors,13
22550,12369,44,Private,171722,HS-grad,9
8419,12370,56,Private,199763,Some-college,10
19577,12371,44,Local-gov,193425,Masters,14
18053,12372,39,Private,150480,Prof-school,15
5366,12373,25,Private,120268,Bachelors,13
19875,12374,32,Private,158416,HS-grad,9
2283,12375,27,Local-gov,29174,Bachelors,13
1434,12376,35,State-gov,211115,Some-college,10
18284,12377,46,Private,393715,Some-college,10
11707,12378,62,Private,97017,Some-college,10
25553,12379,45,Local-gov,287920,Masters,14
17954,12380,58,Private,153551,Bachelors,13
13447,12381,18,,184101,Some-college,10
18749,12382,22,Private,71379,Some-college,10
32442,12383,25,Private,390657,Some-college,10
17568,12384,52,Private,126978,HS-grad,9
24782,12385,29,Local-gov,188909,Bachelors,13
8992,12386,24,Private,154571,Some-college,10
24933,12387,65,Self-emp-inc,66360,11th,7
8465,12388,38,State-gov,149455,HS-grad,9
2408,12389,45,Private,330535,HS-grad,9
25582,12390,44,Private,128676,Some-college,10
25550,12391,40,Private,133974,Some-college,10
11097,12392,17,Private,232900,11th,7
18999,12393,24,Private,145964,Bachelors,13
28531,12394,24,Private,184839,Some-college,10
3888,12395,46,Self-emp-not-inc,32825,HS-grad,9
12243,12396,55,Private,188917,HS-grad,9
7908,12397,33,Private,348416,HS-grad,9
28708,12398,19,Private,55284,HS-grad,9
8637,12399,25,Private,182227,Some-college,10
25598,12400,32,Private,230484,7th-8th,4
3620,12401,52,Private,363405,HS-grad,9
21165,12402,46,Private,405309,HS-grad,9
18738,12403,58,Self-emp-not-inc,140729,Bachelors,13
2849,12404,21,Private,85088,Some-college,10
26658,12405,35,Private,407913,HS-grad,9
2450,12406,46,Private,86220,Bachelors,13
28081,12407,31,Private,323055,HS-grad,9
18217,12408,32,,30499,Bachelors,13
10898,12409,40,Private,191544,HS-grad,9
18129,12410,44,Private,172032,Assoc-voc,11
30620,12411,63,Private,181929,HS-grad,9
20578,12412,32,Private,26803,Some-college,10
26930,12413,29,Federal-gov,360527,Masters,14
12325,12414,45,Private,187226,Assoc-acdm,12
27295,12415,36,Private,549174,HS-grad,9
29061,12416,37,,319685,Assoc-voc,11
3614,12417,23,Private,373550,Assoc-voc,11
7055,12418,50,Private,133963,HS-grad,9
10711,12419,20,Private,194504,Some-college,10
13130,12420,51,Local-gov,201560,Bachelors,13
20839,12421,19,Private,198663,HS-grad,9
10340,12422,27,Private,156266,9th,5
8777,12423,47,Private,121124,9th,5
12319,12424,29,Private,203697,Bachelors,13
1052,12425,30,Private,296453,Bachelors,13
15635,12426,45,Private,220213,HS-grad,9
15331,12427,62,Private,103344,Bachelors,13
4346,12428,54,Private,100933,HS-grad,9
3821,12429,31,Private,395170,Assoc-voc,11
4157,12430,28,Private,152951,HS-grad,9
10445,12431,28,Local-gov,180271,Bachelors,13
26713,12432,55,Private,164857,Some-college,10
16459,12433,22,Private,199419,HS-grad,9
25390,12434,20,Private,275357,Assoc-voc,11
25673,12435,30,Local-gov,154950,Bachelors,13
12552,12436,51,Private,193720,HS-grad,9
21348,12437,22,,110622,Bachelors,13
2922,12438,56,Private,170148,HS-grad,9
30829,12439,22,State-gov,34310,Some-college,10
41,12440,53,Self-emp-not-inc,88506,Bachelors,13
25000,12441,44,Private,162028,11th,7
15427,12442,35,Private,147258,Some-college,10
17766,12443,67,Private,166187,HS-grad,9
22906,12444,47,Local-gov,126754,Masters,14
12204,12445,28,Federal-gov,42003,Some-college,10
2721,12446,34,Private,89644,Some-college,10
4665,12447,35,Private,332588,HS-grad,9
17987,12448,56,Private,133025,HS-grad,9
25761,12449,20,Private,472789,1st-4th,2
14805,12450,23,Private,112683,Some-college,10
21418,12451,33,Private,112820,Assoc-voc,11
16587,12452,40,State-gov,151038,Bachelors,13
24095,12453,52,State-gov,135388,HS-grad,9
29262,12454,60,Private,206339,HS-grad,9
13575,12455,26,Private,248990,Some-college,10
25730,12456,46,Private,249935,Doctorate,16
31012,12457,59,Private,157932,HS-grad,9
21018,12458,23,Private,346480,HS-grad,9
19909,12459,56,Private,136472,7th-8th,4
31061,12460,22,,243190,Some-college,10
18433,12461,39,Self-emp-not-inc,208109,HS-grad,9
27505,12462,26,Private,61603,5th-6th,3
8073,12463,54,Private,194580,Assoc-voc,11
22731,12464,66,,186032,Assoc-voc,11
